hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.316
10,1.545
11,2.483
12,3.062
13,3.344
14,3.363
15,3.121
16,2.612
17,1.816
18,0.807
19,0.003
20,0.0
21,0.0
22,0.0
23,0.0
