hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.006
7,0.198
8,0.714
9,1.44
10,2.088
11,2.66
12,3.179
13,3.407
14,3.463
15,3.2
16,2.766
17,2.263
18,1.512
19,0.672
20,0.249
21,0.019
22,0.0
23,0.0
