hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.021
9,0.262
10,0.464
11,0.585
12,0.685
13,0.706
14,0.633
15,0.476
16,0.26
17,0.058
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
