hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.052
9,0.22
10,0.568
11,1.362
12,2.373
13,2.803
14,2.804
15,2.638
16,2.041
17,1.36
18,0.733
19,0.147
20,0.0
21,0.0
22,0.0
23,0.0
