hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.012
9,0.595
10,1.041
11,1.02
12,1.82
13,0.741
14,0.387
15,0.627
16,0.457
17,0.051
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
