hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.124
8,0.466
9,1.025
10,1.834
11,2.731
12,3.239
13,3.512
14,3.587
15,3.43
16,3.059
17,2.451
18,1.709
19,0.889
20,0.239
21,0.045
22,0.0
23,0.0
