hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.014
7,0.168
8,0.74
9,1.623
10,2.423
11,3.05
12,3.449
13,3.657
14,3.641
15,3.38
16,2.977
17,2.315
18,1.583
19,0.774
20,0.272
21,0.033
22,0.0
23,0.0
