hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.031
8,0.524
9,1.501
10,2.438
11,3.2
12,3.664
13,3.87
14,3.868
15,3.649
16,3.212
17,2.49
18,1.571
19,0.667
20,0.075
21,0.0
22,0.0
23,0.0
