hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.152
8,0.608
9,1.429
10,2.249
11,2.905
12,3.348
13,3.578
14,3.6
15,3.421
16,3.024
17,2.341
18,1.598
19,0.809
20,0.186
21,0.007
22,0.0
23,0.0
