hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.15
8,0.607
9,1.401
10,2.168
11,2.845
12,3.306
13,3.536
14,3.55
15,3.366
16,2.979
17,2.377
18,1.57
19,0.77
20,0.198
21,0.0
22,0.0
23,0.0
