hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.213
9,0.762
10,1.55
11,2.503
12,2.908
13,2.821
14,2.785
15,2.459
16,2.243
17,1.842
18,1.294
19,0.484
20,0.02
21,0.0
22,0.0
23,0.0
