hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.014
9,0.255
10,1.108
11,2.336
12,2.844
13,2.738
14,2.648
15,2.509
16,2.321
17,1.765
18,0.921
19,0.17
20,0.0
21,0.0
22,0.0
23,0.0
