hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.136
9,1.042
10,2.022
11,2.631
12,2.935
13,2.936
14,2.679
15,2.128
16,1.254
17,0.254
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
