hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.113
8,0.432
9,0.842
10,1.267
11,1.659
12,1.825
13,1.84
14,2.022
15,2.532
16,2.69
17,2.229
18,1.529
19,0.838
20,0.307
21,0.038
22,0.0
23,0.0
