hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.22
9,1.105
10,2.036
11,2.771
12,3.246
13,3.471
14,3.393
15,3.262
16,2.845
17,2.15
18,1.246
19,0.324
20,0.0
21,0.0
22,0.0
23,0.0
