hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.003
7,0.165
8,0.655
9,0.978
10,1.192
11,1.971
12,2.23
13,2.046
14,1.439
15,1.192
16,1.169
17,1.303
18,1.411
19,0.903
20,0.306
21,0.035
22,0.0
23,0.0
