hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.114
8,0.655
9,1.573
10,2.428
11,3.091
12,3.532
13,3.753
14,3.765
15,3.565
16,3.15
17,2.516
18,1.688
19,0.767
20,0.141
21,0.0
22,0.0
23,0.0
