hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.014
8,0.444
9,1.352
10,2.195
11,2.841
12,3.305
13,3.553
14,3.584
15,3.371
16,2.946
17,2.301
18,1.455
19,0.557
20,0.037
21,0.0
22,0.0
23,0.0
