hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.261
9,0.943
10,1.807
11,2.368
12,2.732
13,2.61
14,2.554
15,1.914
16,1.946
17,1.887
18,1.133
19,0.304
20,0.0
21,0.0
22,0.0
23,0.0
